season,week,franchise_name,elo_sheet,elo_shadow,absolute_difference,within_tolerance
2026,2,Dallas Cowboys,1542.9406599358572,1542.940659781115,1.5474211068067234e-07,True
2026,2,Denver Broncos,1560.1877565457846,1560.1877567697532,2.2396852727979422e-07,True
2026,2,Detroit Lions,1465.894766280075,1465.8947664973775,2.1730261323682498e-07,True
2026,2,Green Bay Packers,1481.7121225315825,1481.7121223695162,1.6206627151404973e-07,True
2026,2,Houston Texans,1523.430342586023,1523.4303427370332,1.5101022654562257e-07,True
2026,2,Indianapolis Colts,1525.9042338626998,1525.90423418324,3.2054026632977184e-07,True
2026,2,Jacksonville Jaguars,1569.8444920505497,1569.8444923526724,3.021227712451946e-07,True
2026,2,Kansas City Chiefs,1458.4640553015233,1458.4640552933645,8.158849595929496e-09,True
2026,2,Las Vegas Raiders,1501.7674948667823,1501.7674950516457,1.848634383350145e-07,True
2026,2,Los Angeles Chargers,1491.185930332786,1491.185930731394,3.9860788092482835e-07,True
2026,2,Los Angeles Rams,1482.817769164445,1482.8177693326938,1.6824878912302665e-07,True
2026,2,Miami Dolphins,1557.1514444033342,1557.1514442431892,1.6014496395655442e-07,True
2026,2,Minnesota Vikings,1461.7907389024633,1461.7907390632504,1.607870672160061e-07,True
2026,2,New England Patriots,1451.7989445541805,1451.798944768463,2.1428240870591253e-07,True
2026,2,New Orleans Saints,1541.9481076418635,1541.9481079934046,3.5154107536072843e-07,True
2026,2,New York Giants,1506.2951053188501,1506.2951051141831,2.046670033450937e-07,True
2026,2,New York Jets,1504.767498141017,1504.7674984480473,3.070301772822859e-07,True
2026,2,Philadelphia Eagles,1553.2938728792792,1553.2938732627083,3.834290964732645e-07,True
2026,2,Pittsburgh Steelers,1421.7741159304344,1421.774115835313,9.512132237432525e-08,True
2026,2,San Francisco 49ers,1466.5087632776906,1466.5087633450105,6.731988833053038e-08,True
2026,2,Seattle Seahawks,1442.4206285881605,1442.4206282339912,3.5416928767517675e-07,True
2026,2,Tampa Bay Buccaneers,1512.348213175095,1512.3482135017064,3.266113708377816e-07,True
2026,2,Tennessee Titans,1464.1960586475134,1464.196058705814,5.830065674672369e-08,True
2026,2,Washington Commanders,1548.40245964942,1548.402459561304,8.811593943391927e-08,True
